Fase,Data_inicio_etapa,Data_final_etapa,Etapa,Subetapa,Tarefa,Descricao_operacional,Canal,Responsavel,Aprovador,Dependencia,Data_ancora,Regra_de_data,Recorrencia,Prioridade,Automacao,Ferramenta,Observacoes
Execução,11/05,24/05,Aquecimento,Lives,Live 3 - Criar mensagens (antecipação 1 dias antes) - Email,,Email,Copy,Gestor de Projetos,-,Inicio da etapa,D+2,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 3 - Criar mensagens (antecipação 1hr antes) - Email,,Email,Copy,Gestor de Projetos,-,Inicio da etapa,D+2,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 3 - Criar mensagens (Estamos ao vivo) - Email,,Email,Copy,Gestor de Projetos,-,Inicio da etapa,D+2,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 3 - Criar mensagens (Assista a Gravação) - Email,,Email,Copy,Gestor de Projetos,-,Inicio da etapa,D+2,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 3 - Programar mensagens (antecipação 1 dias antes) - Email,,Email,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+3,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 3 - Programar mensagens (antecipação 1hr antes) - Email,,Email,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+3,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 3 - Programar mensagens (Estamos ao vivo) - Email,,Email,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+3,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 3 - Programar mensagens (Assista a Gravação) - Email,,Email,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+3,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 4 - Criar mensagens (antecipação 1 dias antes) - Email,,Email,Copy,Gestor de Projetos,-,Inicio da etapa,D+4,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 4 - Criar mensagens (antecipação 1hr antes) - Email,,Email,Copy,Gestor de Projetos,-,Inicio da etapa,D+4,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 4 - Criar mensagens (Estamos ao vivo) - Email,,Email,Copy,Gestor de Projetos,-,Inicio da etapa,D+4,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 4 - Criar mensagens (Assista a Gravação) - Email,,Email,Copy,Gestor de Projetos,-,Inicio da etapa,D+4,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 4 - Programar mensagens (antecipação 1 dias antes) - Email,,Email,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+4,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 4 - Programar mensagens (antecipação 1hr antes) - Email,,Email,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+4,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 4 - Programar mensagens (Estamos ao vivo) - Email,,Email,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+4,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 4 - Programar mensagens (Assista a Gravação) - Email,,Email,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+4,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 5 - Criar mensagens (antecipação 1 dias antes) - Email,,Email,Copy,Gestor de Projetos,-,Inicio da etapa,D+5,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 5 - Criar mensagens (antecipação 1hr antes) - Email,,Email,Copy,Gestor de Projetos,-,Inicio da etapa,D+5,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 5 - Criar mensagens (Estamos ao vivo) - Email,,Email,Copy,Gestor de Projetos,-,Inicio da etapa,D+5,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 5 - Criar mensagens (Assista a Gravação) - Email,,Email,Copy,Gestor de Projetos,-,Inicio da etapa,D+5,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 5 - Programar mensagens (antecipação 1 dias antes) - Email,,Email,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+5,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 5 - Programar mensagens (antecipação 1hr antes) - Email,,Email,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+5,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 5 - Programar mensagens (Estamos ao vivo) - Email,,Email,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+5,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 5 - Programar mensagens (Assista a Gravação) - Email,,Email,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+5,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 1 - Criar mensagens (antecipação 1 dias antes) - Grupos,,Grupos,Copy,Gestor de Projetos,-,Inicio da etapa,D-2,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 1 - Criar mensagens (antecipação 1hr antes) - Grupos,,Grupos,Copy,Gestor de Projetos,-,Inicio da etapa,D-2,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 1 - Criar mensagens (Estamos ao vivo) - Grupos,,Grupos,Copy,Gestor de Projetos,-,Inicio da etapa,D-2,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 1 - Criar mensagens (Assista a Gravação) - Grupos,,Grupos,Copy,Gestor de Projetos,-,Inicio da etapa,D-2,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 1 - Programar mensagens (antecipação 1 dias antes) - Grupos,,Grupos,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D-2,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 1 - Programar mensagens (antecipação 1hr antes) - Grupos,,Grupos,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D-2,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 1 - Programar mensagens (Estamos ao vivo) - Grupos,,Grupos,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D-2,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 1 - Programar mensagens (Assista a Gravação) - Grupos,,Grupos,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D-2,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 2 - Criar mensagens (antecipação 1 dias antes) - Grupos,,Grupos,Copy,Gestor de Projetos,-,Inicio da etapa,D+1,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 2 - Criar mensagens (antecipação 1hr antes) - Grupos,,Grupos,Copy,Gestor de Projetos,-,Inicio da etapa,D+1,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 2 - Criar mensagens (Estamos ao vivo) - Grupos,,Grupos,Copy,Gestor de Projetos,-,Inicio da etapa,D+1,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 2 - Criar mensagens (Assista a Gravação) - Grupos,,Grupos,Copy,Gestor de Projetos,-,Inicio da etapa,D+1,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 2 - Programar mensagens (antecipação 1 dias antes) - Grupos,,Grupos,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+1,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 2 - Programar mensagens (antecipação 1hr antes) - Grupos,,Grupos,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+1,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 2 - Programar mensagens (Estamos ao vivo) - Grupos,,Grupos,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+1,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 2 - Programar mensagens (Assista a Gravação) - Grupos,,Grupos,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+1,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 3 - Criar mensagens (antecipação 1 dias antes) - Grupos,,Grupos,Copy,Gestor de Projetos,-,Inicio da etapa,D+2,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 3 - Criar mensagens (antecipação 1hr antes) - Grupos,,Grupos,Copy,Gestor de Projetos,-,Inicio da etapa,D+2,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 3 - Criar mensagens (Estamos ao vivo) - Grupos,,Grupos,Copy,Gestor de Projetos,-,Inicio da etapa,D+2,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 3 - Criar mensagens (Assista a Gravação) - Grupos,,Grupos,Copy,Gestor de Projetos,-,Inicio da etapa,D+2,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 3 - Programar mensagens (antecipação 1 dias antes) - Grupos,,Grupos,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+3,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 3 - Programar mensagens (antecipação 1hr antes) - Grupos,,Grupos,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+3,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 3 - Programar mensagens (Estamos ao vivo) - Grupos,,Grupos,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+3,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 3 - Programar mensagens (Assista a Gravação) - Grupos,,Grupos,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+3,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 4 - Criar mensagens (antecipação 1 dias antes) - Grupos,,Grupos,Copy,Gestor de Projetos,-,Inicio da etapa,D+4,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 4 - Criar mensagens (antecipação 1hr antes) - Grupos,,Grupos,Copy,Gestor de Projetos,-,Inicio da etapa,D+4,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 4 - Criar mensagens (Estamos ao vivo) - Grupos,,Grupos,Copy,Gestor de Projetos,-,Inicio da etapa,D+4,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 4 - Criar mensagens (Assista a Gravação) - Grupos,,Grupos,Copy,Gestor de Projetos,-,Inicio da etapa,D+4,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 4 - Programar mensagens (antecipação 1 dias antes) - Grupos,,Grupos,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+4,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 4 - Programar mensagens (antecipação 1hr antes) - Grupos,,Grupos,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+4,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 4 - Programar mensagens (Estamos ao vivo) - Grupos,,Grupos,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+4,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 4 - Programar mensagens (Assista a Gravação) - Grupos,,Grupos,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+4,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 5 - Criar mensagens (antecipação 1 dias antes) - Grupos,,Grupos,Copy,Gestor de Projetos,-,Inicio da etapa,D+5,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 5 - Criar mensagens (antecipação 1hr antes) - Grupos,,Grupos,Copy,Gestor de Projetos,-,Inicio da etapa,D+5,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 5 - Criar mensagens (Estamos ao vivo) - Grupos,,Grupos,Copy,Gestor de Projetos,-,Inicio da etapa,D+5,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 5 - Criar mensagens (Assista a Gravação) - Grupos,,Grupos,Copy,Gestor de Projetos,-,Inicio da etapa,D+5,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 5 - Programar mensagens (antecipação 1 dias antes) - Grupos,,Grupos,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+5,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 5 - Programar mensagens (antecipação 1hr antes) - Grupos,,Grupos,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+5,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 5 - Programar mensagens (Estamos ao vivo) - Grupos,,Grupos,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+5,Não,Alta,Sim,Mautic,
Execução,11/05,24/05,Aquecimento,Lives,Live 5 - Programar mensagens (Assista a Gravação) - Grupos,,Grupos,Gestor de Automação Junior,-,Copy pronta,Inicio da etapa,D+5,Não,Alta,Sim,Mautic,
Execução,25/05,31/05,Evento,Scripts,Criar script CPL 1,,Interno,Copy,Estrategista Senior,-,Inicio da etapa,D-15,Não,Alta,Não,,
Execução,25/05,31/05,Evento,Scripts,Criar script CPL 2,,Interno,Copy,Estrategista Senior,-,Inicio da etapa,D-15,Não,Alta,Não,,
Execução,25/05,31/05,Evento,Scripts,Criar script CPL 3,,Interno,Copy,Estrategista Senior,-,Inicio da etapa,D-15,Não,Alta,Não,,
Execução,25/05,31/05,Evento,Scripts,Criar script CPL 4,,Interno,Copy,Estrategista Senior,-,Inicio da etapa,D-15,Não,Alta,Não,,
Execução,25/05,31/05,Evento,Scripts,Criar script da oferta,,Interno,Estrategista Senior,Estrategista Senior,-,Inicio da etapa,D-15,Não,Alta,Não,,
Execução,25/05,31/05,Evento,Scripts,Inserir depoimentos no CPL 1,,Vídeo,Editor de Vídeo,Gestor de Projetos,CPL 1 pronto,Inicio da etapa,D-3,Não,Alta,Não,,
Execução,25/05,31/05,Evento,CPLs,Gravar CPL 1 no YouTube,,YouTube,Especialista,Estratégista Senior,Script CPL 1,Inicio da etapa,D-10,Não,Alta,Não,,
Execução,25/05,31/05,Evento,CPLs,Gravar CPL 2 no YouTube,,YouTube,Especialista,Estratégista Senior,Script CPL 2,Inicio da etapa,D-10,Não,Alta,Não,,
Execução,25/05,31/05,Evento,CPLs,Gravar CPL 3 no YouTube,,YouTube,Especialista,Estratégista Senior,Script CPL 3,Inicio da etapa,D-10,Não,Alta,Não,,
Execução,25/05,31/05,Evento,CPLs,Editar CPL 1 no YouTube,,YouTube,Editor de Vídeo,Estratégista Senior,CPL 1 Gravado,Inicio da etapa,D-5,Não,Alta,Não,,
Execução,25/05,31/05,Evento,CPLs,Editar CPL 2 no YouTube,,YouTube,Editor de Vídeo,Estratégista Senior,CPL 2 Gravado,Inicio da etapa,D-5,Não,Alta,Não,,
Execução,25/05,31/05,Evento,CPLs,Editar CPL 3 no YouTube,,YouTube,Editor de Vídeo,Estratégista Senior,CPL 3 Gravados,Inicio da etapa,D-5,Não,Alta,Não,,
Execução,25/05,31/05,Evento,CPLs,Programar CPL 1 no YouTube (D+0 do inicio da etapa),,YouTube,Social Media,-,CPLs pronto,Inicio da etapa,D-2,Não,Alta,Não,,
Execução,25/05,31/05,Evento,CPLs,Programar CPL 2 no YouTube (D+2 do inicio da etapa),,YouTube,Social Media,-,CPLs pronto,Inicio da etapa,D-2,Não,Alta,Não,,
Execução,25/05,31/05,Evento,CPLs,Programar CPL 3 no YouTube (D+4 do inicio da etapa),,YouTube,Social Media,-,CPLs pronto,Inicio da etapa,D-2,Não,Alta,Não,,
Execução,25/05,31/05,Evento,CPLs,Programar CPL 4 no YouTube (D+6 do inicio da etapa),,YouTube,Social Media,-,-,Inicio da etapa,D-2,Não,Alta,Não,,
Execução,25/05,31/05,Evento,Páginas,"Criar copy páginas dos CPL1, CPL2 e CPL 3",,Web Designer,Copy,Estratégista Senior,,Início da etapa,D-3,Alta,Não,,,
Execução,25/05,31/05,Evento,Páginas,Atualizar páginas dos CPL1,,Web Designer,Gestor de Tráfego,-,Copy pronta,Início da etapa,D-2,Alta,Não,,,
Execução,25/05,31/05,Evento,Páginas,Atualizar páginas dos CPL2,,Web Designer,Gestor de Tráfego,-,Copy pronta,Início da etapa,D-2,Alta,Não,,,
Execução,25/05,31/05,Evento,Páginas,Atualizar páginas dos CPL3,,Web Designer,Gestor de Tráfego,-,Copy pronta,Início da etapa,D-2,Alta,Não,,,
Execução,25/05,31/05,Evento,Páginas,Publicar página CPL 1,,Web,Gestor de Tráfego,-,Página pronta,Início da etapa,D+0,Não,Alta,Não,,
Execução,25/05,31/05,Evento,CPLs,Liberar CPL 1 no YouTube,,YouTube,Social Media,-,Programado,Início da etapa,D+0,Não,Alta,Não,,
Execução,25/05,31/05,Evento,Páginas,Publicar página CPL 2,,Web,Gestor de Tráfego,-,Página pronta,Início da etapa,D+2,Não,Alta,Não,,
Execução,25/05,31/05,Evento,CPLs,Liberar CPL 2 no YouTube,,YouTube,Social Media,-,Programado,Início da etapa,D+2,Não,Alta,Não,,
Execução,25/05,31/05,Evento,Páginas,Publicar página CPL 3,,Web,Gestor de Tráfego,-,Página pronta,Início da etapa,D+4,Não,Alta,Não,,
Execução,25/05,31/05,Evento,CPLs,Liberar CPL 3 no YouTube,,YouTube,Social Media,-,Programado,Início da etapa,D+4,Não,Alta,Não,,
Execução,25/05,31/05,Evento,CPLs,Liberar CPL 4 no YouTube,,YouTube,Social Media,-,Programado,Início da etapa,D+6,Não,Alta,Não,,
Execução,25/05,31/05,Evento,CPL 1 Email,Criar mensagem aviso,,Email,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 1 Email,Criar mensagem reforço 1,,Email,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 1 Email,Criar mensagem reforço 2,,Email,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 1 Email,Criar mensagem reforço 3,,Email,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 1 Email,Programar aviso,,Email,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 1 Email,Programar reforço 1,,Email,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 1 Email,Programar reforço 2,,Email,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 1 Email,Programar reforço 3,,Email,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 2 Email,Criar mensagem aviso,,Email,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 2 Email,Criar mensagem reforço 1,,Email,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 2 Email,Criar mensagem reforço 2,,Email,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 2 Email,Criar mensagem reforço 3,,Email,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 2 Email,Programar aviso,,Email,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 2 Email,Programar reforço 1,,Email,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 2 Email,Programar reforço 2,,Email,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 2 Email,Programar reforço 3,,Email,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 3 Email,Criar mensagem aviso,,Email,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 3 Email,Criar mensagem reforço 1,,Email,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 3 Email,Criar mensagem reforço 2 (com cta para entrar no grupo vip),,Email,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 3 Email,Criar mensagem reforço 3 (com cta para entrar no grupo vip),,Email,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 3 Email,Programar aviso,,Email,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 3 Email,Programar reforço 1,,Email,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 3 Email,Programar reforço 2,,Email,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 3 Email,Programar reforço 3,,Email,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 4 Email,Criar mensagem aviso,,Email,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 4 Email,Criar mensagem reforço 1,,Email,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 4 Email,Criar mensagem reforço 2 (com cta para entrar no grupo vip),,Email,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 4 Email,Criar mensagem reforço 3 (com cta para entrar no grupo vip),,Email,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 4 Email,Programar aviso,,Email,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 4 Email,Programar reforço 1,,Email,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 4 Email,Programar reforço 2,,Email,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 4 Email,Programar reforço 3,,Email,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 1 Grupo Whatsapp,Criar mensagem aviso,,Grupo Whatsapp,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 1 Grupo Whatsapp,Criar mensagem reforço 1,,Grupo Whatsapp,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 1 Grupo Whatsapp,Criar mensagem reforço 2,,Grupo Whatsapp,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 1 Grupo Whatsapp,Criar mensagem reforço 3,,Grupo Whatsapp,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 1 Grupo Whatsapp,Programar aviso,,Grupo Whatsapp,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 1 Grupo Whatsapp,Programar reforço 1,,Grupo Whatsapp,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 1 Grupo Whatsapp,Programar reforço 2,,Grupo Whatsapp,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 1 Grupo Whatsapp,Programar reforço 3,,Grupo Whatsapp,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 2 Grupo Whatsapp,Criar mensagem aviso,,Grupo Whatsapp,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 2 Grupo Whatsapp,Criar mensagem reforço 1,,Grupo Whatsapp,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 2 Grupo Whatsapp,Criar mensagem reforço 2,,Grupo Whatsapp,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 2 Grupo Whatsapp,Criar mensagem reforço 3,,Grupo Whatsapp,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 2 Grupo Whatsapp,Programar aviso,,Grupo Whatsapp,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 2 Grupo Whatsapp,Programar reforço 1,,Grupo Whatsapp,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 2 Grupo Whatsapp,Programar reforço 2,,Grupo Whatsapp,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 2 Grupo Whatsapp,Programar reforço 3,,Grupo Whatsapp,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 3 Grupo Whatsapp,Criar mensagem aviso,,Grupo Whatsapp,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 3 Grupo Whatsapp,Criar mensagem reforço 1,,Grupo Whatsapp,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 3 Grupo Whatsapp,Criar mensagem reforço 2 (com cta para entrar no grupo vip),,Grupo Whatsapp,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 3 Grupo Whatsapp,Criar mensagem reforço 3 (com cta para entrar no grupo vip),,Grupo Whatsapp,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 3 Grupo Whatsapp,Programar aviso,,Grupo Whatsapp,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 3 Grupo Whatsapp,Programar reforço 1,,Grupo Whatsapp,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 3 Grupo Whatsapp,Programar reforço 2,,Grupo Whatsapp,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
